Date,Magasin,PDV,Numéro d'équipe,Type,Employé,Commentaire,Montant
22/05/2020 00:01,Esprit Sushi Fribourg,Caisse principal 3,587,Entrée,Propriétaire,Solde veille,579.70
20/05/2020 23:22,Esprit Sushi Fribourg,Caisse principal 3,586,Payout,Propriétaire,"Postfinance ",500.00
20/05/2020 20:23,Esprit Sushi Fribourg,Terminal mobile,675,Payout,Propriétaire,"Pourboire carte ",2.00
16/05/2020 13:20,Esprit Sushi Fribourg,Caisse principal 3,582,Payout,Propriétaire,"Postfinance ",800.00
12/05/2020 22:34,Esprit Sushi Fribourg,Caisse principal 3,579,Entrée,Propriétaire,Depuis porte-monnaie,330.10
12/05/2020 22:33,Esprit Sushi Fribourg,Terminal mobile,667,Payout,Propriétaire,Vers caisse,330.10
10/05/2020 00:24,Esprit Sushi Fribourg,Caisse principal 3,576,Payout,Propriétaire,"Postfinance ",2700.00
08/05/2020 23:19,Esprit Sushi Fribourg,Terminal mobile,663,Payout,Propriétaire,Pourboire carte,3.10
05/05/2020 17:56,Esprit Sushi Fribourg,Caisse principal 3,576,Entrée,Propriétaire,Porte-monnaie,700.00
05/05/2020 17:56,Esprit Sushi Fribourg,Terminal mobile,659,Payout,Propriétaire,"Caisse ",700.00
30/04/2020 22:00,Esprit Sushi Fribourg,Caisse principal 3,574,Entrée,Propriétaire,"Depuis porte-monnaie ",103.40
30/04/2020 22:00,Esprit Sushi Fribourg,Terminal mobile,655,Payout,Propriétaire,"Vers caisse ",103.40
29/04/2020 22:53,Esprit Sushi Fribourg,Terminal mobile,654,Payout,Propriétaire,"Pourboire carte ",1.50
28/04/2020 14:33,Esprit Sushi Fribourg,Terminal mobile,653,Payout,Propriétaire,"Postfinance ",300.00
27/04/2020 11:08,Esprit Sushi Fribourg,Caisse principal 3,573,Payout,Propriétaire,"Postfinance ",1300.00
26/04/2020 21:11,Esprit Sushi Fribourg,Terminal mobile,652,Payout,Propriétaire,"Pourboire carte ",2.00
25/04/2020 22:26,Esprit Sushi Fribourg,Terminal mobile,651,Payout,Propriétaire,"Pourboire ",4.50
25/04/2020 17:05,Esprit Sushi Fribourg,Terminal mobile,651,Payout,Propriétaire,"Facture farmacie ",5.95
24/04/2020 18:01,Esprit Sushi Fribourg,Caisse principal 3,573,Entrée,Propriétaire,,350.00
24/04/2020 18:01,Esprit Sushi Fribourg,Terminal mobile,650,Payout,Propriétaire,,350.00
23/04/2020 18:03,Esprit Sushi Fribourg,Terminal mobile,650,Payout,Propriétaire,"Essence ",38.60
21/04/2020 15:20,Esprit Sushi Fribourg,Terminal mobile,648,Payout,Propriétaire,"Postfinance ",200.00
20/04/2020 18:20,Esprit Sushi Fribourg,Caisse principal 3,572,Payout,Propriétaire,"Postfinance ",300.00
19/04/2020 00:20,Esprit Sushi Fribourg,Caisse principal 3,571,Payout,Propriétaire,"Postfinance ",1000.00
17/04/2020 17:55,Esprit Sushi Fribourg,Caisse principal 3,571,Entrée,Propriétaire,Porte-monnaie,500.00
17/04/2020 17:53,Esprit Sushi Fribourg,Terminal mobile,645,Payout,Propriétaire,"Caisse ",500.00
14/04/2020 15:53,Esprit Sushi Fribourg,Terminal mobile,642,Payout,Propriétaire,"Postfinance ",100.00
12/04/2020 23:41,Esprit Sushi Fribourg,Caisse principal 3,570,Payout,Propriétaire,"Postfinance ",1000.00
12/04/2020 19:14,Esprit Sushi Fribourg,Terminal mobile,641,Payout,Propriétaire,"Pourboire ",2.50
12/04/2020 18:03,Esprit Sushi Fribourg,Terminal mobile,641,Entrée,Propriétaire,"Erreur ",100.00
12/04/2020 18:03,Esprit Sushi Fribourg,Terminal mobile,641,Payout,Propriétaire,Caisse,550.00
12/04/2020 15:15,Esprit Sushi Fribourg,Caisse principal 3,570,Entrée,Propriétaire,Solde veille,1319.60
11/04/2020 23:50,Esprit Sushi Fribourg,Caisse principal 3,569,Entrée,Propriétaire,"De porte-monnaie ",450.00
08/04/2020 20:03,Esprit Sushi Fribourg,Terminal mobile,637,Payout,Propriétaire,,1.50
08/04/2020 10:28,Esprit Sushi Fribourg,Caisse principal 3,567,Payout,Propriétaire,"Postfinance ",900.00
08/04/2020 10:28,Esprit Sushi Fribourg,Caisse principal 3,567,Entrée,Propriétaire,"Solde dimanche ",1409.80
05/04/2020 20:13,Esprit Sushi Fribourg,Terminal mobile,635,Payout,Propriétaire,"Pourboire ",3.50
04/04/2020 22:40,Esprit Sushi Fribourg,Caisse principal 3,565,Entrée,Propriétaire,"De porte-monnaie ",550.00
04/04/2020 22:35,Esprit Sushi Fribourg,Terminal mobile,634,Payout,Propriétaire,Caisse,550.00
01/04/2020 23:01,Esprit Sushi Fribourg,Caisse principal 3,564,Payout,Propriétaire,"Pourboire Carte ",3.00
22/03/2020 00:37,Esprit Sushi Fribourg,Caisse principal 3,563,Payout,Propriétaire,"Postfinance ",200.00
22/03/2020 00:37,Esprit Sushi Fribourg,Caisse principal 3,563,Entrée,Propriétaire,"Monnaie ",10.00
20/03/2020 19:52,Esprit Sushi Fribourg,Terminal mobile,628,Payout,Propriétaire,"Pourboire carte ",1.60
19/03/2020 17:08,Esprit Sushi Fribourg,Caisse principal 3,561,Entrée,Propriétaire,"Erreur de retrait de la veille ",110.00
18/03/2020 23:18,Esprit Sushi Fribourg,Caisse principal 3,560,Payout,Propriétaire,"Postfinance ",1100.00
18/03/2020 19:22,Esprit Sushi Fribourg,Caisse principal 3,560,Payout,Propriétaire,Remboursement carte de fidélité pleine,10.00
17/03/2020 22:59,Esprit Sushi Fribourg,Caisse principal 3,559,Entrée,Propriétaire,"De porte-monnaie ",50.00
17/03/2020 22:58,Esprit Sushi Fribourg,Caisse principal 3,559,Entrée,Propriétaire,"De porte-monnaie ",500.00
17/03/2020 21:28,Esprit Sushi Fribourg,Terminal mobile,625,Payout,Propriétaire,Caisse,550.00
15/03/2020 13:36,Esprit Sushi Fribourg,Caisse principal 3,556,Payout,Propriétaire,"Courses ",50.00
14/03/2020 18:10,Esprit Sushi Fribourg,Terminal mobile,622,Payout,Propriétaire,"Pourboire ",1.10
14/03/2020 17:37,Esprit Sushi Fribourg,Caisse principal 3,556,Entrée,Propriétaire,"Depuis porte-monnaie ",300.00
14/03/2020 17:37,Esprit Sushi Fribourg,Terminal mobile,622,Payout,Propriétaire,Vers caisse,300.00
11/03/2020 22:22,Esprit Sushi Fribourg,Caisse principal 3,553,Payout,Propriétaire,"Postfinance ",500.00
11/03/2020 19:02,Esprit Sushi Fribourg,Terminal mobile,618,Payout,Propriétaire,"Pourboire carte ",2.10
09/03/2020 18:09,Esprit Sushi Fribourg,Terminal mobile,616,Payout,Propriétaire,,200.00
09/03/2020 18:08,Esprit Sushi Fribourg,Caisse principal 3,552,Entrée,Propriétaire,,200.00
08/03/2020 23:28,Esprit Sushi Fribourg,Caisse principal 3,551,Payout,Propriétaire,"Postfinance ",1100.00
07/03/2020 20:57,Esprit Sushi Fribourg,Caisse principal 3,551,Entrée,Propriétaire,Depuis porte-monnaie,300.00
07/03/2020 20:56,Esprit Sushi Fribourg,Terminal mobile,614,Payout,Propriétaire,Vers caisse,300.00
07/03/2020 17:18,Esprit Sushi Fribourg,Caisse principal 3,551,Entrée,Propriétaire,Depuis porte-monnaie,390.00
07/03/2020 17:17,Esprit Sushi Fribourg,Terminal mobile,614,Payout,Propriétaire,"Vers caisse ",390.00
07/03/2020 14:39,Esprit Sushi Fribourg,Caisse principal 3,551,Payout,Propriétaire,"Courses ",50.00
04/03/2020 21:58,Esprit Sushi Fribourg,Terminal mobile,612,Payout,Propriétaire,"Pourboire carte ",2.30
03/03/2020 16:10,Esprit Sushi Fribourg,Terminal mobile,611,Payout,Propriétaire,"Postfinance ",100.00
02/03/2020 22:40,Esprit Sushi Fribourg,Caisse principal 3,546,Payout,Propriétaire,"Postfinance ",300.00
02/03/2020 21:21,Esprit Sushi Fribourg,Terminal mobile,610,Payout,Propriétaire,"Pourboire carte ",2.60
02/03/2020 17:58,Esprit Sushi Fribourg,Terminal mobile,610,Payout,Propriétaire,,300.00
02/03/2020 17:57,Esprit Sushi Fribourg,Caisse principal 3,546,Entrée,Propriétaire,,300.00
02/03/2020 14:41,Esprit Sushi Fribourg,Caisse principal 3,545,Payout,Propriétaire,"Postfinance ",500.00
01/03/2020 18:12,Esprit Sushi Fribourg,Caisse principal 3,545,Entrée,Propriétaire,,200.00
01/03/2020 18:12,Esprit Sushi Fribourg,Terminal mobile,609,Payout,Propriétaire,,200.00
01/03/2020 15:09,Esprit Sushi Fribourg,Caisse principal 3,545,Payout,Propriétaire,"Courses ",60.00
27/02/2020 20:08,Esprit Sushi Fribourg,Terminal mobile,606,Payout,Propriétaire,Cigarettes,7.80
26/02/2020 23:10,Esprit Sushi Fribourg,Caisse principal 3,541,Payout,Propriétaire,"Postfinance ",100.00
25/02/2020 22:19,Esprit Sushi Fribourg,Caisse principal 3,540,Payout,Propriétaire,"Postfinance ",500.00
25/02/2020 21:05,Esprit Sushi Fribourg,Caisse principal 3,540,Entrée,Propriétaire,Depuis porte-monnaie,200.00
25/02/2020 21:04,Esprit Sushi Fribourg,Terminal mobile,604,Payout,Propriétaire,"Vers  caisse ",200.00
24/02/2020 20:09,Esprit Sushi Fribourg,Terminal mobile,603,Payout,Propriétaire,"Pourboire ",1.10
24/02/2020 18:00,Esprit Sushi Fribourg,Caisse principal 3,539,Entrée,Propriétaire,,130.00
24/02/2020 18:00,Esprit Sushi Fribourg,Terminal mobile,603,Payout,Propriétaire,,130.00
24/02/2020 15:25,Esprit Sushi Fribourg,Caisse principal 3,539,Payout,Propriétaire,"Postfinance ",850.00
22/02/2020 21:16,Esprit Sushi Fribourg,Terminal mobile,601,Payout,Propriétaire,"Pourboire carte ",2.00
22/02/2020 21:15,Esprit Sushi Fribourg,Caisse principal 3,537,Entrée,Propriétaire,"Depuis porte-monnaie ",400.00
22/02/2020 21:14,Esprit Sushi Fribourg,Terminal mobile,601,Payout,Propriétaire,Vers caisse,400.00
20/02/2020 17:29,Esprit Sushi Fribourg,Caisse principal 3,535,Entrée,Propriétaire,"Monnaie ",40.00
16/02/2020 22:22,Esprit Sushi Fribourg,Caisse principal 3,531,Payout,Propriétaire,"Postfinance ",1600.00
16/02/2020 21:41,Esprit Sushi Fribourg,Terminal mobile,595,Payout,Propriétaire,,255.00
16/02/2020 21:41,Esprit Sushi Fribourg,Caisse principal 3,531,Entrée,Propriétaire,,255.00
16/02/2020 21:41,Esprit Sushi Fribourg,Caisse principal 3,531,Entrée,Propriétaire,,400.00
16/02/2020 18:02,Esprit Sushi Fribourg,Terminal mobile,595,Payout,Propriétaire,"Caisse ",400.00
15/02/2020 00:45,Esprit Sushi Fribourg,Caisse principal 3,529,Payout,Propriétaire,Courses,100.00
14/02/2020 09:15,Esprit Sushi Fribourg,Caisse principal 3,529,Payout,Propriétaire,"Courses ",50.00
12/02/2020 22:38,Esprit Sushi Fribourg,Terminal mobile,591,Payout,Propriétaire,"Caisse ",400.00
12/02/2020 22:37,Esprit Sushi Fribourg,Caisse principal 3,527,Entrée,Propriétaire,"Depuis porte-monnaie ",400.00
11/02/2020 21:24,Esprit Sushi Fribourg,Caisse principal 3,526,Payout,Propriétaire,"Postfinance ",200.00
11/02/2020 18:58,Esprit Sushi Fribourg,Caisse principal 3,526,Entrée,Propriétaire,Solde veille,463.30
10/02/2020 21:56,Esprit Sushi Fribourg,Caisse principal 3,525,Payout,Propriétaire,"Postfinance ",640.00
10/02/2020 16:08,Esprit Sushi Fribourg,Terminal mobile,587,Entrée,Propriétaire,Oubli 30 franc,30.00
10/02/2020 16:05,Esprit Sushi Fribourg,Terminal mobile,586,Payout,Propriétaire,"Vers caisse ",500.00
10/02/2020 16:04,Esprit Sushi Fribourg,Caisse principal 3,525,Entrée,Propriétaire,"Depuis porte-monnaie ",500.00
10/02/2020 16:02,Esprit Sushi Fribourg,Caisse principal 3,525,Payout,Propriétaire,Courses,20.00
08/02/2020 21:15,Esprit Sushi Fribourg,Terminal mobile,584,Payout,Propriétaire,"Pourboire carte ",0.10
08/02/2020 19:02,Esprit Sushi Fribourg,Terminal mobile,584,Payout,Propriétaire,"Pourboire carte ",2.00
07/02/2020 23:14,Esprit Sushi Fribourg,Caisse principal 3,521,Payout,Propriétaire,Courses,100.00
07/02/2020 20:07,Esprit Sushi Fribourg,Terminal mobile,583,Payout,Propriétaire,"Pourboire carte ",4.10
07/02/2020 17:13,Esprit Sushi Fribourg,Caisse principal 3,521,Entrée,Propriétaire,"Monnaie ",30.00
07/02/2020 15:12,Esprit Sushi Fribourg,Caisse principal 3,520,Entrée,Propriétaire,Monnaie billet de 10,40.00
07/02/2020 15:10,Esprit Sushi Fribourg,Terminal mobile,583,Entrée,Propriétaire,"Monnaie ",50.00
05/02/2020 22:07,Esprit Sushi Fribourg,Caisse principal 3,519,Payout,Propriétaire,"Postfinance ",200.00
05/02/2020 15:36,Esprit Sushi Fribourg,Caisse principal 3,519,Entrée,Propriétaire,"Monnaie pour caisse ",45.00
05/02/2020 15:36,Esprit Sushi Fribourg,Terminal mobile,581,Payout,Propriétaire,"Monnaie pour caisse ",45.00
03/02/2020 20:27,Esprit Sushi Fribourg,Terminal mobile,579,Payout,Propriétaire,"Pourboire carte ",3.50
03/02/2020 16:12,Esprit Sushi Fribourg,Caisse principal 3,517,Entrée,Propriétaire,"Monnaie ",20.00
03/02/2020 15:38,Esprit Sushi Fribourg,Terminal mobile,579,Payout,Propriétaire,"Postfinance ",120.00
03/02/2020 15:34,Esprit Sushi Fribourg,Terminal mobile,578,Payout,Propriétaire,"Postfinance ",120.00
02/02/2020 23:44,Esprit Sushi Fribourg,Caisse principal 3,516,Payout,Propriétaire,"Postfinance ",200.00
02/02/2020 20:07,Esprit Sushi Fribourg,Terminal mobile,577,Payout,Propriétaire,"Pourboire carte ",2.00
01/02/2020 16:42,Esprit Sushi Fribourg,Caisse principal 3,515,Payout,Propriétaire,"Postfinance ",400.00
31/01/2020 23:30,Esprit Sushi Fribourg,Caisse principal 3,514,Payout,Propriétaire,"Courses ",20.00
31/01/2020 23:29,Esprit Sushi Fribourg,Caisse principal 3,514,Entrée,Propriétaire,"Depuis porte-monnaie ",500.00
31/01/2020 22:16,Esprit Sushi Fribourg,Terminal mobile,575,Payout,Propriétaire,"Caisse ",500.00
31/01/2020 21:18,Esprit Sushi Fribourg,Terminal mobile,575,Payout,Propriétaire,"Pourboire carte ",3.00
31/01/2020 15:56,Esprit Sushi Fribourg,Terminal mobile,575,Payout,Propriétaire,"Courses ",100.00
28/01/2020 23:00,Esprit Sushi Fribourg,Caisse principal 3,509,Payout,Propriétaire,,600.00
28/01/2020 21:42,Esprit Sushi Fribourg,Caisse principal 3,509,Entrée,Propriétaire,"Depuis porte-monnaie ",300.00
28/01/2020 21:41,Esprit Sushi Fribourg,Terminal mobile,572,Payout,Propriétaire,"Courses ",300.00
27/01/2020 17:55,Esprit Sushi Fribourg,Terminal mobile,571,Payout,Propriétaire,,200.00
27/01/2020 15:21,Esprit Sushi Fribourg,Caisse principal 3,508,Payout,Propriétaire,"Postfinance ",240.00
26/01/2020 12:54,Esprit Sushi Fribourg,Caisse principal 3,506,Payout,Propriétaire,"Postfinance ",500.00
26/01/2020 12:53,Esprit Sushi Fribourg,Terminal mobile,570,Payout,Propriétaire,"Postfinance ",500.00
24/01/2020 21:42,Esprit Sushi Fribourg,Terminal mobile,568,Payout,Propriétaire,"Pourboire carte ",2.10
21/01/2020 15:27,Esprit Sushi Fribourg,Terminal mobile,564,Payout,Propriétaire,"Postfinance ",700.00
20/01/2020 15:39,Esprit Sushi Fribourg,Terminal mobile,562,Payout,Propriétaire,"Courses ",200.00
19/01/2020 16:13,Esprit Sushi Fribourg,Caisse principal 3,500,Payout,Propriétaire,"Courses ",50.00
17/01/2020 14:50,Esprit Sushi Fribourg,Caisse principal 3,497,Payout,Propriétaire,Courses,120.00
17/01/2020 14:49,Esprit Sushi Fribourg,Caisse principal 3,497,Payout,Propriétaire,Courses,40.00
16/01/2020 16:03,Esprit Sushi Fribourg,Caisse principal 3,496,Payout,Propriétaire,Courses,60.00
15/01/2020 16:03,Esprit Sushi Fribourg,Caisse principal 3,496,Payout,Propriétaire,"Courses ",14.00
14/01/2020 21:29,Esprit Sushi Fribourg,Caisse principal 3,495,Entrée,Propriétaire,Erreur veille,67.40
12/01/2020 23:11,Esprit Sushi Fribourg,Caisse principal 3,493,Payout,Propriétaire,"Postfinance ",800.00
12/01/2020 17:58,Esprit Sushi Fribourg,Caisse principal 3,493,Entrée,Propriétaire,,400.00
12/01/2020 17:57,Esprit Sushi Fribourg,Terminal mobile,552,Payout,Propriétaire,,400.00
10/01/2020 22:40,Esprit Sushi Fribourg,Caisse principal 3,491,Payout,Propriétaire,"Course ",50.00
09/01/2020 17:24,Esprit Sushi Fribourg,Caisse principal 3,489,Payout,Propriétaire,Courses,30.00
06/01/2020 18:31,Esprit Sushi Fribourg,Terminal mobile,546,Payout,Propriétaire,,350.00
05/01/2020 23:47,Esprit Sushi Fribourg,Caisse principal 3,486,Payout,Propriétaire,"Postfinance ",620.00
05/01/2020 18:00,Esprit Sushi Fribourg,Terminal mobile,545,Payout,Propriétaire,,200.00
05/01/2020 18:00,Esprit Sushi Fribourg,Caisse principal 3,486,Entrée,Propriétaire,,200.00
04/01/2020 16:38,Esprit Sushi Fribourg,Caisse principal 3,485,Payout,Propriétaire,Courses migros,57.20
03/01/2020 18:03,Esprit Sushi Fribourg,Terminal mobile,543,Payout,Propriétaire,"Postfinance ",200.00
02/01/2020 22:47,Esprit Sushi Fribourg,Caisse principal 3,483,Payout,Propriétaire,"Postfinance ",800.00
02/01/2020 18:01,Esprit Sushi Fribourg,Caisse principal 3,483,Entrée,Propriétaire,Porte-monnaie,450.00
02/01/2020 18:00,Esprit Sushi Fribourg,Terminal mobile,542,Payout,Propriétaire,Caisse,450.00
02/01/2020 16:18,Esprit Sushi Fribourg,Caisse principal 3,483,Payout,Propriétaire,Courses,100.00
02/01/2020 16:18,Esprit Sushi Fribourg,Caisse principal 3,483,Entrée,Propriétaire,"Erreur attribution ",148.00
02/01/2020 16:11,Esprit Sushi Fribourg,Terminal mobile,541,Payout,Propriétaire,Erreur attribution,148.00
31/12/2019 11:30,Esprit Sushi Fribourg,Caisse principal 3,483,Payout,Propriétaire,Courses,50.00
30/12/2019 21:55,Esprit Sushi Fribourg,Terminal mobile,540,Payout,Propriétaire,"Pourboire ",1.50
30/12/2019 16:36,Esprit Sushi Fribourg,Caisse principal 3,482,Payout,Propriétaire,"Courses ",15.00
29/12/2019 17:57,Esprit Sushi Fribourg,Caisse principal 3,481,Entrée,Propriétaire,,200.00
29/12/2019 17:56,Esprit Sushi Fribourg,Terminal mobile,539,Payout,Propriétaire,,200.00
29/12/2019 15:55,Esprit Sushi Fribourg,Caisse principal 3,481,Payout,Propriétaire,"Courses ",90.00
28/12/2019 17:43,Esprit Sushi Fribourg,Caisse principal 3,480,Payout,Propriétaire,"Courses ",80.00
27/12/2019 22:12,Esprit Sushi Fribourg,Caisse principal 3,480,Payout,Propriétaire,"Pourboire ",1.50
26/12/2019 19:10,Esprit Sushi Fribourg,Terminal mobile,536,Payout,Propriétaire,"Pourboire carte ",1.50
26/12/2019 16:18,Esprit Sushi Fribourg,Caisse principal 3,478,Payout,Propriétaire,"Postfinance ",100.00
26/12/2019 16:16,Esprit Sushi Fribourg,Terminal mobile,536,Payout,Propriétaire,"Postfinance ",400.00
24/12/2019 18:58,Esprit Sushi Fribourg,Caisse principal 3,476,Payout,Propriétaire,"Postfinance de ",300.00
24/12/2019 12:05,Esprit Sushi Fribourg,Terminal mobile,535,Payout,Propriétaire,Pourboire carte Dario,4.10
23/12/2019 21:12,Esprit Sushi Fribourg,Caisse principal 3,475,Entrée,Propriétaire,"Oubli monnaie rechange ",20.00
23/12/2019 20:15,Esprit Sushi Fribourg,Terminal mobile,534,Entrée,Propriétaire,Correction comptage ouverture,470.50
22/12/2019 22:51,Esprit Sushi Fribourg,Caisse principal 3,474,Payout,Propriétaire,"Postfinance de ",1050.00
22/12/2019 18:04,Esprit Sushi Fribourg,Terminal mobile,533,Payout,Propriétaire,,200.00
22/12/2019 18:03,Esprit Sushi Fribourg,Caisse principal 3,474,Entrée,Propriétaire,,200.00
20/12/2019 22:23,Esprit Sushi Fribourg,Caisse principal 3,472,Entrée,Propriétaire,Porte-monnaie,450.00
20/12/2019 22:23,Esprit Sushi Fribourg,Terminal mobile,532,Payout,Propriétaire,Caisse,450.00
17/12/2019 21:28,Esprit Sushi Fribourg,Terminal mobile,529,Payout,Propriétaire,"Pourboire carte ",1.50
17/12/2019 20:22,Esprit Sushi Fribourg,Terminal mobile,529,Payout,Propriétaire,"Pourboire carte ",1.50
16/12/2019 15:46,Esprit Sushi Fribourg,Terminal mobile,528,Payout,Propriétaire,"Postfinance ",150.00
15/12/2019 23:43,Esprit Sushi Fribourg,Caisse principal 3,466,Payout,Propriétaire,"Postfinance ",555.00
15/12/2019 21:59,Esprit Sushi Fribourg,Terminal mobile,527,Payout,Propriétaire,"Pourboire carte ",2.00
15/12/2019 15:42,Esprit Sushi Fribourg,Caisse principal 3,466,Payout,Propriétaire,"Courses ",50.00
15/12/2019 15:42,Esprit Sushi Fribourg,Caisse principal 3,466,Entrée,Propriétaire,"Depuis porte-monnaie ",400.00
15/12/2019 15:39,Esprit Sushi Fribourg,Terminal mobile,527,Payout,Propriétaire,Vers caisse,400.00
14/12/2019 16:19,Esprit Sushi Fribourg,Caisse principal 3,464,Payout,Propriétaire,Courses,80.00
13/12/2019 21:33,Esprit Sushi Fribourg,Terminal mobile,525,Payout,Propriétaire,"Pourboire carte ",1.50
13/12/2019 21:33,Esprit Sushi Fribourg,Terminal mobile,525,Payout,Propriétaire,"Caisse ",20.00
12/12/2019 21:20,Esprit Sushi Fribourg,Terminal mobile,522,Payout,Propriétaire,Pourboire carte,1.00
10/12/2019 17:10,Esprit Sushi Fribourg,Terminal mobile,520,Payout,Propriétaire,"Postfinance ",300.00
09/12/2019 23:06,Esprit Sushi Fribourg,Caisse principal 3,460,Payout,Propriétaire,"Postfinance ",400.00
09/12/2019 17:59,Esprit Sushi Fribourg,Terminal mobile,519,Payout,Propriétaire,,300.00
09/12/2019 17:57,Esprit Sushi Fribourg,Caisse principal 3,460,Entrée,Propriétaire,,300.00
08/12/2019 17:50,Esprit Sushi Fribourg,Caisse principal 3,460,Entrée,Propriétaire,Service du vendredi 6 decembre,345.70
06/12/2019 23:16,Esprit Sushi Fribourg,Caisse principal 3,459,Payout,Propriétaire,Courses,50.00
05/12/2019 14:15,Esprit Sushi Fribourg,Caisse principal 3,457,Payout,Propriétaire,"Courses ",50.00
04/12/2019 17:09,Esprit Sushi Fribourg,Caisse principal 3,457,Payout,Propriétaire,"Courses ",20.00
02/12/2019 15:45,Esprit Sushi Fribourg,Terminal mobile,513,Payout,Propriétaire,"Postfinance ",100.00
01/12/2019 21:56,Esprit Sushi Fribourg,Caisse principal 3,454,Payout,Propriétaire,"Postfinance ",750.00
01/12/2019 18:03,Esprit Sushi Fribourg,Caisse principal 3,454,Entrée,Propriétaire,,500.00
01/12/2019 18:02,Esprit Sushi Fribourg,Terminal mobile,512,Payout,Propriétaire,,500.00
30/11/2019 22:01,Esprit Sushi Fribourg,Caisse principal 3,453,Payout,Propriétaire,Erreur validation commande,24.50
30/11/2019 22:01,Esprit Sushi Fribourg,Terminal mobile,511,Entrée,Propriétaire,Erreur validation commande,24.50
30/11/2019 14:27,Esprit Sushi Fribourg,Caisse principal 3,452,Payout,Propriétaire,Courses,110.00
29/11/2019 13:15,Esprit Sushi Fribourg,Caisse principal 3,449,Payout,Propriétaire,"Courses ",10.00
28/11/2019 09:54,Esprit Sushi Fribourg,Caisse principal 3,448,Payout,Propriétaire,"Postfinance ",750.00
27/11/2019 21:31,Esprit Sushi Fribourg,Terminal mobile,508,Payout,Propriétaire,"Caisse ",450.00
27/11/2019 21:31,Esprit Sushi Fribourg,Caisse principal 3,448,Entrée,Propriétaire,"De porte-monnaie ",450.00
27/11/2019 14:53,Esprit Sushi Fribourg,Caisse principal 3,448,Entrée,Propriétaire,,0.60
27/11/2019 14:53,Esprit Sushi Fribourg,Caisse principal 3,448,Payout,Propriétaire,,0.30
25/11/2019 18:00,Esprit Sushi Fribourg,Terminal mobile,505,Payout,Propriétaire,,40.00
25/11/2019 17:59,Esprit Sushi Fribourg,Caisse principal 3,446,Entrée,Propriétaire,,40.00
25/11/2019 16:07,Esprit Sushi Fribourg,Terminal mobile,505,Payout,Propriétaire,"Postfinance ",160.00
25/11/2019 16:07,Esprit Sushi Fribourg,Caisse principal 3,446,Payout,Propriétaire,"Postfinance ",600.00
24/11/2019 18:03,Esprit Sushi Fribourg,Terminal mobile,504,Payout,Propriétaire,,300.00
24/11/2019 18:02,Esprit Sushi Fribourg,Caisse principal 3,445,Entrée,Propriétaire,,300.00
23/11/2019 22:24,Esprit Sushi Fribourg,Caisse principal 3,444,Payout,Propriétaire,"Courses ",40.00
23/11/2019 00:31,Esprit Sushi Fribourg,Caisse principal 3,443,Payout,Propriétaire,"Courses ",20.00
18/11/2019 15:41,Esprit Sushi Fribourg,Terminal mobile,497,Payout,Propriétaire,"Postfinance ",240.00
17/11/2019 23:57,Esprit Sushi Fribourg,Caisse principal 3,439,Payout,Propriétaire,"Postfinance ",800.00
16/11/2019 19:19,Esprit Sushi Fribourg,Terminal mobile,495,Payout,Propriétaire,"Pourboire carte ",1.50
16/11/2019 18:45,Esprit Sushi Fribourg,Terminal mobile,495,Payout,Propriétaire,,600.00
16/11/2019 18:38,Esprit Sushi Fribourg,Caisse principal 3,438,Entrée,Propriétaire,,600.00
16/11/2019 15:36,Esprit Sushi Fribourg,Caisse principal 3,438,Payout,Propriétaire,"Courses ",170.00
15/11/2019 22:43,Esprit Sushi Fribourg,Caisse principal 3,437,Payout,Propriétaire,Courses,40.00
14/11/2019 22:13,Esprit Sushi Fribourg,Caisse principal 3,436,Payout,Propriétaire,"Courses ",20.00
14/11/2019 14:17,Esprit Sushi Fribourg,Caisse principal 3,436,Payout,Propriétaire,Courses,20.00
11/11/2019 12:21,Esprit Sushi Fribourg,Caisse principal 3,433,Payout,Propriétaire,"Postfinance ",790.00
10/11/2019 18:05,Esprit Sushi Fribourg,Terminal mobile,489,Payout,Propriétaire,,500.00
10/11/2019 18:05,Esprit Sushi Fribourg,Caisse principal 3,432,Entrée,Propriétaire,,500.00
10/11/2019 10:40,Esprit Sushi Fribourg,Caisse principal 3,431,Payout,Propriétaire,"Monnaie ",40.00
08/11/2019 22:20,Esprit Sushi Fribourg,Caisse principal 3,430,Entrée,Propriétaire,"Monnaie ",10.00
08/11/2019 22:20,Esprit Sushi Fribourg,Caisse principal 3,430,Payout,Propriétaire,"Courses ",100.00
08/11/2019 16:04,Esprit Sushi Fribourg,Caisse principal 3,429,Payout,Propriétaire,"Courses ",120.00
06/11/2019 16:43,Esprit Sushi Fribourg,Caisse principal 3,428,Entrée,Propriétaire,Solde veille,412.10
04/11/2019 15:45,Esprit Sushi Fribourg,Caisse principal 3,426,Payout,Propriétaire,"Postfinance ",600.00
04/11/2019 15:44,Esprit Sushi Fribourg,Terminal mobile,481,Payout,Propriétaire,"Postfinance ",400.00
03/11/2019 18:18,Esprit Sushi Fribourg,Terminal mobile,481,Payout,Propriétaire,,450.00
03/11/2019 18:18,Esprit Sushi Fribourg,Caisse principal 3,425,Entrée,Propriétaire,,450.00
03/11/2019 14:21,Esprit Sushi Fribourg,Terminal mobile,480,Payout,Propriétaire,,50.00
31/10/2019 15:05,Esprit Sushi Fribourg,Caisse principal 3,421,Payout,Propriétaire,"Bon y ",100.00
