Magasin,PDV,Numéro d'équipe,Heure d'ouverture de quart de travail,Ouverture du service,Heure de fermeture de quart de travail,Le service est fermé,Espèces de départ,Règlement en espèces,Remboursements en espèces,Montant paiement entrant,Montant paiement sortant,Montant en espèces prévu,Montant en espèces réel,Différence
Esprit Sushi Fribourg,Caisse principal 3,530,15/02/2020 15:32,Propriétaire,15/02/2020 22:24,Propriétaire,1166.00,96.50,0.00,0.00,0.00,1262.50,1262.50,0.00
Esprit Sushi Fribourg,Terminal mobile,594,15/02/2020 17:58,Propriétaire,15/02/2020 22:24,Propriétaire,747.70,54.00,0.00,0.00,0.00,801.70,801.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,529,14/02/2020 09:15,Propriétaire,15/02/2020 00:45,Propriétaire,845.40,470.60,0.00,0.00,150.00,1166.00,1166.00,0.00
Esprit Sushi Fribourg,Terminal mobile,593,14/02/2020 16:56,Propriétaire,14/02/2020 22:55,Propriétaire,522.90,224.80,0.00,0.00,0.00,747.70,747.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,528,13/02/2020 13:54,Propriétaire,13/02/2020 22:30,Propriétaire,825.40,20.00,0.00,0.00,0.00,845.40,845.40,0.00
Esprit Sushi Fribourg,Terminal mobile,592,13/02/2020 17:56,Propriétaire,13/02/2020 21:31,Propriétaire,494.40,28.50,0.00,0.00,0.00,522.90,522.90,0.00
Esprit Sushi Fribourg,Terminal mobile,591,12/02/2020 17:58,Propriétaire,13/02/2020 17:56,Propriétaire,537.70,430.70,74.00,0.00,400.00,494.40,494.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,527,12/02/2020 15:19,Propriétaire,13/02/2020 13:54,Propriétaire,396.20,29.20,0.00,400.00,0.00,825.40,825.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,526,11/02/2020 18:01,Propriétaire,12/02/2020 15:19,Propriétaire,0.00,132.90,0.00,463.30,200.00,396.20,396.20,0.00
Esprit Sushi Fribourg,Terminal mobile,590,11/02/2020 17:59,Propriétaire,11/02/2020 21:46,Propriétaire,425.70,112.00,0.00,0.00,0.00,537.70,537.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,525,10/02/2020 16:02,Propriétaire,10/02/2020 22:39,Propriétaire,596.80,26.50,0.00,500.00,660.00,463.30,463.30,0.00
Esprit Sushi Fribourg,Terminal mobile,589,10/02/2020 18:15,Propriétaire,10/02/2020 21:31,Propriétaire,366.20,59.50,0.00,0.00,0.00,425.70,425.70,0.00
Esprit Sushi Fribourg,Terminal mobile,588,10/02/2020 16:08,Propriétaire,10/02/2020 18:14,Propriétaire,396.20,0.00,0.00,0.00,0.00,396.20,396.20,0.00
Esprit Sushi Fribourg,Terminal mobile,587,10/02/2020 16:06,Propriétaire,10/02/2020 16:08,Propriétaire,366.20,0.00,0.00,30.00,0.00,396.20,396.20,0.00
Esprit Sushi Fribourg,Terminal mobile,586,10/02/2020 16:05,Propriétaire,10/02/2020 16:05,Propriétaire,896.20,0.00,0.00,0.00,500.00,396.20,396.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,524,09/02/2020 15:55,Propriétaire,09/02/2020 22:30,Propriétaire,596.80,0.00,0.00,0.00,0.00,596.80,596.80,0.00
Esprit Sushi Fribourg,Terminal mobile,585,09/02/2020 18:05,Propriétaire,09/02/2020 22:01,Propriétaire,674.50,191.70,0.00,0.00,0.00,866.20,866.20,0.00
Esprit Sushi Fribourg,Terminal mobile,584,08/02/2020 18:00,Propriétaire,08/02/2020 21:34,Propriétaire,641.10,35.50,0.00,0.00,2.10,674.50,674.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,523,08/02/2020 17:44,Propriétaire,08/02/2020 21:31,Propriétaire,546.80,50.00,0.00,0.00,0.00,596.80,596.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,522,08/02/2020 17:37,Propriétaire,08/02/2020 17:43,Propriétaire,636.80,0.00,0.00,0.00,0.00,636.80,636.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,521,07/02/2020 15:12,Propriétaire,07/02/2020 23:14,Propriétaire,447.40,169.40,0.00,30.00,100.00,546.80,546.80,0.00
Esprit Sushi Fribourg,Terminal mobile,583,07/02/2020 15:10,Propriétaire,07/02/2020 21:57,Propriétaire,509.20,86.00,0.00,50.00,4.10,641.10,641.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,520,06/02/2020 16:14,Propriétaire,07/02/2020 15:12,Propriétaire,332.40,75.00,0.00,40.00,0.00,447.40,447.40,0.00
Esprit Sushi Fribourg,Terminal mobile,582,06/02/2020 18:19,Propriétaire,06/02/2020 21:31,Propriétaire,409.20,100.00,0.00,0.00,0.00,509.20,509.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,519,05/02/2020 15:32,Propriétaire,05/02/2020 22:09,Propriétaire,487.40,0.00,0.00,45.00,200.00,332.40,332.40,0.00
Esprit Sushi Fribourg,Terminal mobile,581,05/02/2020 15:35,Propriétaire,05/02/2020 21:31,Propriétaire,404.50,49.70,0.00,0.00,45.00,409.20,409.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,518,04/02/2020 16:01,Propriétaire,04/02/2020 21:51,Propriétaire,389.90,97.50,0.00,0.00,0.00,487.40,487.40,0.00
Esprit Sushi Fribourg,Terminal mobile,580,04/02/2020 17:58,Propriétaire,04/02/2020 20:50,Propriétaire,404.00,0.00,0.00,0.00,0.00,404.00,404.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,517,03/02/2020 15:39,Propriétaire,03/02/2020 23:08,Propriétaire,326.70,43.20,0.00,20.00,0.00,389.90,389.90,0.00
Esprit Sushi Fribourg,Terminal mobile,579,03/02/2020 15:38,Propriétaire,03/02/2020 21:42,Propriétaire,528.50,0.00,0.00,0.00,123.50,405.00,405.00,0.00
Esprit Sushi Fribourg,Terminal mobile,578,03/02/2020 15:34,Propriétaire,03/02/2020 15:37,Propriétaire,582.50,0.00,0.00,0.00,120.00,462.50,462.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,516,02/02/2020 15:16,Propriétaire,02/02/2020 23:44,Propriétaire,494.70,32.00,0.00,0.00,200.00,326.70,326.70,0.00
Esprit Sushi Fribourg,Terminal mobile,577,02/02/2020 17:57,Propriétaire,02/02/2020 21:46,Propriétaire,467.50,63.00,0.00,0.00,2.00,528.50,528.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,515,01/02/2020 16:42,Propriétaire,01/02/2020 21:44,Propriétaire,856.20,38.50,0.00,0.00,400.00,494.70,494.70,0.00
Esprit Sushi Fribourg,Terminal mobile,576,01/02/2020 18:05,Propriétaire,01/02/2020 21:32,Propriétaire,431.50,36.00,0.00,0.00,0.00,467.50,467.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,514,31/01/2020 15:56,Propriétaire,31/01/2020 23:30,Propriétaire,313.20,63.00,0.00,500.00,20.00,856.20,856.20,0.00
Esprit Sushi Fribourg,Terminal mobile,575,31/01/2020 15:56,Propriétaire,31/01/2020 22:16,Propriétaire,567.20,467.80,0.00,0.00,603.00,432.00,432.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,513,30/01/2020 15:53,Propriétaire,30/01/2020 22:15,Propriétaire,313.20,0.00,0.00,0.00,0.00,313.20,313.20,0.00
Esprit Sushi Fribourg,Terminal mobile,574,30/01/2020 17:28,Propriétaire,30/01/2020 21:31,Propriétaire,451.30,115.90,0.00,0.00,0.00,567.20,567.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,512,29/01/2020 18:51,Propriétaire,29/01/2020 21:58,Propriétaire,313.20,0.00,0.00,0.00,0.00,313.20,313.20,0.00
Esprit Sushi Fribourg,Terminal mobile,573,29/01/2020 18:00,Propriétaire,29/01/2020 21:32,Propriétaire,320.80,130.50,0.00,0.00,0.00,451.30,451.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,511,29/01/2020 18:51,Propriétaire,29/01/2020 18:51,Propriétaire,313.20,0.00,0.00,0.00,0.00,313.20,313.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,510,29/01/2020 18:46,Propriétaire,29/01/2020 18:51,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,509,28/01/2020 16:15,Propriétaire,28/01/2020 23:03,Propriétaire,497.50,115.70,0.00,300.00,600.00,313.20,313.20,0.00
Esprit Sushi Fribourg,Terminal mobile,572,28/01/2020 17:54,Propriétaire,28/01/2020 23:00,Propriétaire,480.30,140.50,0.00,0.00,300.00,320.80,320.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,508,27/01/2020 15:21,Propriétaire,27/01/2020 22:43,Propriétaire,695.00,42.50,0.00,0.00,240.00,497.50,497.50,0.00
Esprit Sushi Fribourg,Terminal mobile,571,27/01/2020 17:54,Propriétaire,27/01/2020 21:31,Propriétaire,569.30,111.00,0.00,0.00,200.00,480.30,480.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,507,26/01/2020 13:59,Propriétaire,26/01/2020 22:44,Propriétaire,475.00,220.00,0.00,0.00,0.00,695.00,695.00,0.00
Esprit Sushi Fribourg,Terminal mobile,570,26/01/2020 12:53,Propriétaire,26/01/2020 22:40,Propriétaire,959.80,109.50,0.00,0.00,500.00,569.30,569.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,506,25/01/2020 16:34,Propriétaire,26/01/2020 12:57,Propriétaire,811.50,163.50,0.00,0.00,500.00,475.00,475.00,0.00
Esprit Sushi Fribourg,Terminal mobile,569,25/01/2020 17:55,Propriétaire,25/01/2020 21:45,Propriétaire,816.80,143.00,0.00,0.00,0.00,959.80,959.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,505,24/01/2020 16:59,Propriétaire,25/01/2020 16:34,Propriétaire,756.10,75.40,20.00,0.00,0.00,811.50,811.50,0.00
Esprit Sushi Fribourg,Terminal mobile,568,24/01/2020 17:57,Propriétaire,24/01/2020 23:37,Propriétaire,506.90,312.00,0.00,0.00,2.10,816.80,816.80,0.00
Esprit Sushi Fribourg,Terminal mobile,567,24/01/2020 17:57,Propriétaire,24/01/2020 17:57,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,504,23/01/2020 17:19,Propriétaire,24/01/2020 16:59,Propriétaire,725.10,31.00,0.00,0.00,0.00,756.10,756.10,0.00
Esprit Sushi Fribourg,Terminal mobile,566,23/01/2020 17:56,Propriétaire,23/01/2020 21:32,Propriétaire,434.20,72.70,0.00,0.00,0.00,506.90,506.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,503,22/01/2020 17:21,Propriétaire,22/01/2020 23:03,Propriétaire,595.10,130.00,0.00,0.00,0.00,725.10,725.10,0.00
Esprit Sushi Fribourg,Terminal mobile,565,22/01/2020 18:01,Propriétaire,22/01/2020 21:43,Propriétaire,366.20,68.00,0.00,0.00,0.00,434.20,434.20,0.00
Esprit Sushi Fribourg,Terminal mobile,564,21/01/2020 15:26,Propriétaire,22/01/2020 18:01,Propriétaire,1024.70,41.50,0.00,0.00,700.00,366.20,366.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,502,21/01/2020 13:33,Propriétaire,22/01/2020 17:21,Propriétaire,595.10,0.00,0.00,0.00,0.00,595.10,595.10,0.00
Esprit Sushi Fribourg,Terminal mobile,563,21/01/2020 15:26,Propriétaire,21/01/2020 15:26,Propriétaire,102.70,0.00,0.00,0.00,0.00,102.70,102.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,501,20/01/2020 15:41,Propriétaire,20/01/2020 21:45,Propriétaire,585.10,10.00,0.00,0.00,0.00,595.10,595.10,0.00
Esprit Sushi Fribourg,Terminal mobile,562,20/01/2020 15:39,Propriétaire,20/01/2020 21:40,Propriétaire,1117.70,107.00,0.00,0.00,200.00,1024.70,1024.70,0.00
Esprit Sushi Fribourg,Terminal mobile,561,20/01/2020 15:39,Propriétaire,20/01/2020 15:39,Propriétaire,1177.70,0.00,0.00,0.00,0.00,1177.70,1177.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,500,19/01/2020 16:13,Propriétaire,19/01/2020 23:02,Propriétaire,540.20,94.90,0.00,0.00,50.00,585.10,585.10,0.00
Esprit Sushi Fribourg,Terminal mobile,560,19/01/2020 17:55,Propriétaire,19/01/2020 23:01,Propriétaire,927.80,240.90,51.00,0.00,0.00,1117.70,1117.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,499,18/01/2020 15:18,Propriétaire,19/01/2020 00:34,Propriétaire,498.20,42.00,0.00,0.00,0.00,540.20,540.20,0.00
Esprit Sushi Fribourg,Terminal mobile,559,18/01/2020 17:57,Propriétaire,18/01/2020 21:33,Propriétaire,798.80,129.00,0.00,0.00,0.00,927.80,927.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,498,17/01/2020 16:03,Propriétaire,17/01/2020 21:32,Propriétaire,446.70,50.50,0.00,0.00,0.00,497.20,497.20,0.00
Esprit Sushi Fribourg,Terminal mobile,558,17/01/2020 17:53,Propriétaire,17/01/2020 21:32,Propriétaire,650.10,148.70,0.00,0.00,0.00,798.80,798.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,497,16/01/2020 16:04,Propriétaire,17/01/2020 16:02,Propriétaire,530.60,76.10,0.00,0.00,160.00,446.70,446.70,0.00
Esprit Sushi Fribourg,Terminal mobile,557,16/01/2020 17:57,Propriétaire,16/01/2020 21:31,Propriétaire,611.10,39.00,0.00,0.00,0.00,650.10,650.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,496,15/01/2020 16:02,Propriétaire,16/01/2020 16:03,Propriétaire,453.40,151.20,0.00,0.00,74.00,530.60,530.60,0.00
Esprit Sushi Fribourg,Terminal mobile,556,15/01/2020 17:55,Propriétaire,15/01/2020 21:32,Propriétaire,515.60,95.50,0.00,0.00,0.00,611.10,611.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,495,14/01/2020 15:41,Propriétaire,14/01/2020 21:29,Propriétaire,361.50,24.50,0.00,67.40,0.00,453.40,453.40,0.00
Esprit Sushi Fribourg,Terminal mobile,555,14/01/2020 18:06,Propriétaire,14/01/2020 21:29,Propriétaire,347.60,168.00,0.00,0.00,0.00,515.60,515.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,494,13/01/2020 14:24,Propriétaire,13/01/2020 21:30,Propriétaire,361.50,67.40,0.00,0.00,0.00,428.90,428.90,0.00
Esprit Sushi Fribourg,Terminal mobile,554,13/01/2020 18:03,Propriétaire,13/01/2020 21:29,Propriétaire,347.60,0.00,0.00,0.00,0.00,347.60,347.60,0.00
Esprit Sushi Fribourg,Terminal mobile,553,13/01/2020 18:03,Propriétaire,13/01/2020 18:03,Propriétaire,346.70,0.00,0.00,0.00,0.00,346.70,346.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,493,12/01/2020 16:26,Propriétaire,12/01/2020 23:12,Propriétaire,702.50,59.00,0.00,400.00,800.00,361.50,361.50,0.00
Esprit Sushi Fribourg,Terminal mobile,552,12/01/2020 17:57,Propriétaire,12/01/2020 21:54,Propriétaire,890.90,96.70,0.00,0.00,400.00,587.60,587.60,0.00
Esprit Sushi Fribourg,Terminal mobile,551,11/01/2020 17:55,Propriétaire,11/01/2020 21:32,Propriétaire,671.30,219.60,0.00,0.00,0.00,890.90,890.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,492,11/01/2020 16:02,Propriétaire,11/01/2020 21:31,Propriétaire,568.00,134.50,0.00,0.00,0.00,702.50,702.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,491,10/01/2020 16:46,Propriétaire,10/01/2020 22:40,Propriétaire,566.50,51.50,0.00,0.00,50.00,568.00,568.00,0.00
Esprit Sushi Fribourg,Terminal mobile,550,10/01/2020 17:58,Propriétaire,10/01/2020 21:55,Propriétaire,589.80,81.50,0.00,0.00,0.00,671.30,671.30,0.00
Esprit Sushi Fribourg,Terminal mobile,549,09/01/2020 17:57,Propriétaire,10/01/2020 17:57,Propriétaire,523.30,66.50,0.00,0.00,0.00,589.80,589.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,490,09/01/2020 17:24,Propriétaire,09/01/2020 23:20,Propriétaire,520.50,46.00,0.00,0.00,0.00,566.50,566.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,489,07/01/2020 22:06,Propriétaire,09/01/2020 17:24,Propriétaire,415.30,135.20,0.00,0.00,30.00,520.50,520.50,0.00
Esprit Sushi Fribourg,Terminal mobile,548,08/01/2020 17:54,Propriétaire,08/01/2020 21:36,Propriétaire,481.80,41.50,0.00,0.00,0.00,523.30,523.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,488,07/01/2020 16:32,Propriétaire,07/01/2020 21:34,Propriétaire,335.50,79.80,0.00,0.00,0.00,415.30,415.30,0.00
Esprit Sushi Fribourg,Terminal mobile,547,07/01/2020 18:06,Propriétaire,07/01/2020 21:33,Propriétaire,426.90,54.90,0.00,0.00,0.00,481.80,481.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,487,06/01/2020 15:19,Propriétaire,06/01/2020 22:43,Propriétaire,327.50,8.00,0.00,0.00,0.00,335.50,335.50,0.00
Esprit Sushi Fribourg,Terminal mobile,546,06/01/2020 18:31,Propriétaire,06/01/2020 21:37,Propriétaire,723.40,53.50,0.00,0.00,350.00,426.90,426.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,486,05/01/2020 13:37,Propriétaire,05/01/2020 23:50,Propriétaire,575.50,172.00,0.00,200.00,620.00,327.50,327.50,0.00
Esprit Sushi Fribourg,Terminal mobile,545,05/01/2020 18:00,Propriétaire,05/01/2020 21:57,Propriétaire,645.60,277.80,0.00,0.00,200.00,723.40,723.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,485,04/01/2020 16:36,Propriétaire,04/01/2020 22:08,Propriétaire,477.70,155.00,0.00,0.00,57.20,575.50,575.50,0.00
Esprit Sushi Fribourg,Terminal mobile,544,04/01/2020 17:56,Propriétaire,04/01/2020 22:03,Propriétaire,593.60,52.00,0.00,0.00,0.00,645.60,645.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,484,03/01/2020 16:54,Propriétaire,03/01/2020 22:33,Propriétaire,396.20,81.50,0.00,0.00,0.00,477.70,477.70,0.00
Esprit Sushi Fribourg,Terminal mobile,543,03/01/2020 17:58,Propriétaire,03/01/2020 21:51,Propriétaire,602.90,190.70,0.00,0.00,200.00,593.60,593.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,483,31/12/2019 11:30,Propriétaire,02/01/2020 22:47,Propriétaire,722.00,174.20,148.00,598.00,950.00,396.20,396.20,0.00
Esprit Sushi Fribourg,Terminal mobile,542,02/01/2020 17:59,Propriétaire,02/01/2020 21:35,Propriétaire,868.90,184.00,0.00,0.00,450.00,602.90,602.90,0.00
Esprit Sushi Fribourg,Terminal mobile,541,31/12/2019 12:58,Propriétaire,02/01/2020 16:12,Propriétaire,678.00,338.90,0.00,0.00,148.00,868.90,868.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,482,29/12/2019 21:51,Propriétaire,31/12/2019 00:03,Propriétaire,596.40,140.60,0.00,0.00,15.00,722.00,722.00,0.00
Esprit Sushi Fribourg,Terminal mobile,540,30/12/2019 18:32,Propriétaire,30/12/2019 22:06,Propriétaire,492.50,187.00,0.00,0.00,1.50,678.00,678.00,0.00
Esprit Sushi Fribourg,Terminal mobile,539,29/12/2019 17:56,Propriétaire,29/12/2019 22:00,Propriétaire,613.50,79.00,0.00,0.00,200.00,492.50,492.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,481,29/12/2019 15:55,Propriétaire,29/12/2019 21:51,Propriétaire,486.40,0.00,0.00,200.00,90.00,596.40,596.40,0.00
Esprit Sushi Fribourg,Terminal mobile,538,28/12/2019 18:02,Propriétaire,28/12/2019 21:31,Propriétaire,477.50,136.00,0.00,0.00,0.00,613.50,613.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,480,27/12/2019 22:12,Propriétaire,28/12/2019 21:30,Propriétaire,464.90,103.00,0.00,0.00,81.50,486.40,486.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,479,27/12/2019 15:53,Propriétaire,27/12/2019 21:29,Propriétaire,356.70,108.20,0.00,0.00,0.00,464.90,464.90,0.00
Esprit Sushi Fribourg,Terminal mobile,537,27/12/2019 18:07,Propriétaire,27/12/2019 21:29,Propriétaire,446.50,31.00,0.00,0.00,0.00,477.50,477.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,478,26/12/2019 16:17,Propriétaire,26/12/2019 22:47,Propriétaire,420.20,36.50,0.00,0.00,100.00,356.70,356.70,0.00
Esprit Sushi Fribourg,Terminal mobile,536,26/12/2019 16:16,Propriétaire,26/12/2019 21:29,Propriétaire,783.80,64.00,0.00,0.00,401.50,446.30,446.30,0.00
Esprit Sushi Fribourg,Caisse principal 3,477,26/12/2019 16:16,Propriétaire,26/12/2019 16:16,Propriétaire,4200.20,0.00,0.00,0.00,0.00,4200.20,4200.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,476,24/12/2019 11:13,Propriétaire,24/12/2019 18:58,Propriétaire,681.70,38.50,0.00,0.00,300.00,420.20,420.20,0.00
Esprit Sushi Fribourg,Terminal mobile,535,24/12/2019 11:59,Propriétaire,24/12/2019 17:33,Propriétaire,574.00,213.90,0.00,0.00,4.10,783.80,783.80,0.00
Esprit Sushi Fribourg,Caisse principal 3,475,23/12/2019 15:53,Propriétaire,23/12/2019 21:31,Propriétaire,408.30,253.40,0.00,20.00,0.00,681.70,681.70,0.00
Esprit Sushi Fribourg,Terminal mobile,534,23/12/2019 18:52,Propriétaire,23/12/2019 21:31,Propriétaire,0.00,103.50,0.00,470.50,0.00,574.00,574.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,474,22/12/2019 17:16,Propriétaire,22/12/2019 22:52,Propriétaire,1083.90,194.40,0.00,200.00,1050.00,428.30,428.30,0.00
Esprit Sushi Fribourg,Terminal mobile,533,22/12/2019 18:01,Propriétaire,22/12/2019 21:47,Propriétaire,625.50,45.00,0.00,0.00,200.00,470.50,470.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,473,21/12/2019 13:46,Propriétaire,22/12/2019 17:16,Propriétaire,1058.70,25.20,0.00,0.00,0.00,1083.90,1083.90,0.00
Esprit Sushi Fribourg,Terminal mobile,532,20/12/2019 17:59,Propriétaire,21/12/2019 21:44,Propriétaire,734.10,341.40,0.00,0.00,450.00,625.50,625.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,472,20/12/2019 15:31,Propriétaire,20/12/2019 22:27,Propriétaire,473.30,135.40,0.00,450.00,0.00,1058.70,1058.70,0.00
Esprit Sushi Fribourg,Caisse principal 3,471,19/12/2019 14:36,Propriétaire,20/12/2019 15:31,Propriétaire,403.40,69.90,0.00,0.00,0.00,473.30,473.30,0.00
Esprit Sushi Fribourg,Terminal mobile,531,19/12/2019 18:02,Propriétaire,19/12/2019 22:06,Propriétaire,582.10,152.00,0.00,0.00,0.00,734.10,734.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,470,18/12/2019 17:15,Propriétaire,19/12/2019 14:36,Propriétaire,403.40,0.00,0.00,0.00,0.00,403.40,403.40,0.00
Esprit Sushi Fribourg,Terminal mobile,530,18/12/2019 17:58,Propriétaire,18/12/2019 21:31,Propriétaire,551.10,31.00,0.00,0.00,0.00,582.10,582.10,0.00
Esprit Sushi Fribourg,Terminal mobile,529,17/12/2019 18:06,Propriétaire,17/12/2019 21:42,Propriétaire,494.60,59.50,0.00,0.00,3.00,551.10,551.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,469,17/12/2019 16:38,Propriétaire,17/12/2019 21:35,Propriétaire,397.00,6.40,0.00,0.00,0.00,403.40,403.40,0.00
Esprit Sushi Fribourg,Caisse principal 3,468,16/12/2019 17:52,Propriétaire,16/12/2019 21:36,Propriétaire,397.00,0.00,0.00,0.00,0.00,397.00,397.00,0.00
Esprit Sushi Fribourg,Terminal mobile,528,16/12/2019 15:46,Propriétaire,16/12/2019 21:30,Propriétaire,512.10,132.50,0.00,0.00,150.00,494.60,494.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,467,16/12/2019 17:52,Propriétaire,16/12/2019 17:52,Propriétaire,3.97,0.00,0.00,0.00,0.00,3.97,3.97,0.00
Esprit Sushi Fribourg,Caisse principal 3,466,15/12/2019 15:41,Propriétaire,15/12/2019 23:43,Propriétaire,548.80,53.20,0.00,400.00,605.00,397.00,397.00,0.00
Esprit Sushi Fribourg,Terminal mobile,527,15/12/2019 15:39,Propriétaire,15/12/2019 22:25,Propriétaire,786.60,127.50,0.00,0.00,402.00,512.10,512.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,465,14/12/2019 16:20,Propriétaire,14/12/2019 21:30,Propriétaire,462.30,86.50,0.00,0.00,0.00,548.80,548.80,0.00
Esprit Sushi Fribourg,Terminal mobile,526,14/12/2019 17:56,Propriétaire,14/12/2019 21:30,Propriétaire,683.90,102.70,0.00,0.00,0.00,786.60,786.60,0.00
Esprit Sushi Fribourg,Caisse principal 3,464,13/12/2019 12:57,Propriétaire,14/12/2019 16:20,Propriétaire,369.20,173.10,0.00,0.00,80.00,462.30,462.30,0.00
Esprit Sushi Fribourg,Terminal mobile,525,13/12/2019 21:32,Propriétaire,13/12/2019 21:46,Propriétaire,620.10,85.00,0.00,0.00,21.50,683.60,683.60,0.00
Esprit Sushi Fribourg,Terminal mobile,524,13/12/2019 21:31,Propriétaire,13/12/2019 21:31,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Terminal mobile,523,13/12/2019 18:32,Propriétaire,13/12/2019 21:31,Propriétaire,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Esprit Sushi Fribourg,Caisse principal 3,463,12/12/2019 16:11,Propriétaire,13/12/2019 12:57,Propriétaire,369.20,0.00,0.00,0.00,0.00,369.20,369.20,0.00
Esprit Sushi Fribourg,Terminal mobile,522,12/12/2019 17:59,Propriétaire,12/12/2019 21:31,Propriétaire,534.90,86.20,0.00,0.00,1.00,620.10,620.10,0.00
Esprit Sushi Fribourg,Caisse principal 3,462,11/12/2019 17:27,Propriétaire,12/12/2019 16:11,Propriétaire,346.20,23.00,0.00,0.00,0.00,369.20,369.20,0.00
Esprit Sushi Fribourg,Terminal mobile,521,11/12/2019 18:00,Propriétaire,11/12/2019 21:54,Propriétaire,442.90,92.00,0.00,0.00,0.00,534.90,534.90,0.00
Esprit Sushi Fribourg,Terminal mobile,520,10/12/2019 17:10,Propriétaire,10/12/2019 20:59,Propriétaire,713.40,29.50,0.00,0.00,300.00,442.90,442.90,0.00
Esprit Sushi Fribourg,Caisse principal 3,461,10/12/2019 17:10,Propriétaire,10/12/2019 20:59,Propriétaire,326.20,20.00,0.00,0.00,0.00,346.20,346.20,0.00
Esprit Sushi Fribourg,Caisse principal 3,460,08/12/2019 17:45,Propriétaire,09/12/2019 23:07,Propriétaire,0.00,80.50,0.00,645.70,400.00,326.20,326.20,0.00
Esprit Sushi Fribourg,Terminal mobile,519,09/12/2019 17:59,Propriétaire,09/12/2019 21:37,Propriétaire,792.50,220.90,0.00,0.00,300.00,713.40,713.40,0.00
Esprit Sushi Fribourg,Terminal mobile,518,08/12/2019 18:05,Propriétaire,08/12/2019 21:46,Propriétaire,576.50,216.00,0.00,0.00,0.00,792.50,792.50,0.00
Esprit Sushi Fribourg,Caisse principal 3,459,06/12/2019 15:53,Propriétaire,06/12/2019 23:16,Propriétaire,303.20,92.50,0.00,0.00,50.00,345.70,345.70,0.00
